epoch,loss,val_macro_f1
0,0.6580821140245958,0.6770303908036017
1,0.5873270310235746,0.680701713759015
2,0.5688969687078939,0.7049363035403234
3,0.5651691637255929,0.6879771462269939
4,0.5534483018246564,0.6509850677228081
5,0.5471732557723017,0.7138425742189668
6,0.5366636848810947,0.7037392586910733
7,0.5311368423880953,0.7088665996466342
8,0.5247324921868064,0.7157880808573839
9,0.5147696187098821,0.6964607545611101
10,0.5131732907259103,0.7243945003190927
11,0.5106407385883909,0.7223010469035761
12,0.5014341613560012,0.7263194966099963
13,0.49842987141825934,0.7312519033125908
14,0.4919910855365522,0.7144252776360832
15,0.48714984185767896,0.7213445153571395
16,0.48361908170309936,0.7202907082854187
17,0.47743268536798883,0.7279983571986914
18,0.4751366620714014,0.7297348372125735
19,0.4677954280015194,0.7379107461189861
20,0.4669417811162544,0.7410189405658532
21,0.462967650456862,0.737448866624315
22,0.4598718908700076,0.7410688248247177
23,0.4565424435969555,0.7424337533058165
24,0.45262663066387177,0.7436194823836384
25,0.44964196465232154,0.7443535257014383
26,0.44409157155138074,0.7436091847877091
27,0.44290003315968945,0.7446853982518822
28,0.4453388691851587,0.7442090625792237
29,0.44511824168942193,0.7449877749875067
