epoch,loss,val_macro_f1
0,0.668434637965578,0.6794337666757175
1,0.5947180625164148,0.6700139182905477
2,0.5705638798800382,0.6998307754104325
3,0.5584844558527975,0.7079699740471606
4,0.5455018358700203,0.7148007217036647
5,0.5498657926465526,0.6872004232634947
6,0.5382077856497332,0.7077276111735554
7,0.5306159262404297,0.7205009336119322
8,0.5266544078335618,0.551111558521152
9,0.5217453295534308,0.7028462745685453
10,0.510815805106452,0.7091540607654735
11,0.5094876366131234,0.7130363709955537
12,0.5019976523789492,0.7179617367380795
13,0.4980133433233608,0.7277703167435227
14,0.4920519472974719,0.723855195235855
15,0.4838953596172911,0.7354970306845794
16,0.4794559275562113,0.7336237194040628
17,0.4787162962284955,0.7329964776856105
18,0.47162997948400903,0.7289425961471987
19,0.46961314705285157,0.733445318458545
20,0.4628064442764629,0.7389815623900262
21,0.4604898357030117,0.743948996269435
22,0.45250750084718067,0.7392421558758563
23,0.45168411415634735,0.742331086020667
24,0.4503180411728946,0.7444384623555823
25,0.4445444295803706,0.7422841657587766
26,0.4464780141909917,0.7455261963119049
27,0.4434976681615367,0.7458206039914189
28,0.44661852130384155,0.7451070832099401
29,0.4444457003564546,0.7434038765332933
