epoch,loss,val_macro_f1
0,0.6434322487224232,0.6590891688745756
1,0.5816232991037946,0.6661327005312725
2,0.5673471133817326,0.6770334703416278
3,0.5659492918939302,0.7036050729447625
4,0.5561923953619871,0.7122064214944898
5,0.5394100424918261,0.7190204020851781
6,0.5361087457700209,0.720925123346725
7,0.5326554395935752,0.7144356002566716
8,0.5229121785272252,0.7195101722911814
9,0.5152625048702414,0.7186379180725218
10,0.5110602324659174,0.724639101471181
11,0.5089465140393286,0.7227730008454919
12,0.5081225204648394,0.7237163259159206
13,0.5001949825973222,0.7246994574694567
14,0.49703713709657843,0.7219094531574849
15,0.491961808367209,0.7198897404969847
16,0.4856459850614721,0.7205600147381639
17,0.4830494446284843,0.7264809757391646
18,0.4811744030677911,0.7260334302091539
19,0.4748128092650211,0.7248100680008353
20,0.47422244693293714,0.7392202792486935
21,0.46775402941487054,0.7393172801305731
22,0.46478623874259717,0.737822402741731
23,0.4585070695840951,0.7380056685099913
24,0.45768279153289215,0.742021714465949
25,0.4521759125319394,0.7418230348082315
26,0.4492714134129611,0.7424753784356991
27,0.4480784363818891,0.7410511962127864
28,0.4488231593912298,0.7415520050290401
29,0.44949369448604004,0.7425647007052537
