epoch,loss,val_macro_f1
0,0.6519982679323717,0.6666005235240102
1,0.5891122136152152,0.6912531031990706
2,0.5633453541632855,0.7038406744760197
3,0.5473151057958603,0.6975222097078215
4,0.5314662763566682,0.711154052539043
5,0.5257098001964164,0.7113147902263794
6,0.5130246385480418,0.6718779041637996
7,0.504926500898419,0.7170193043027724
8,0.5036397395711957,0.71884782392506
9,0.4965777329423211,0.7084775406985145
10,0.48323658695726684,0.6977867708383301
11,0.4831503972862706,0.7229754877023228
12,0.4759054468436675,0.7145470514443372
13,0.4707469235767018,0.7329659584766339
14,0.460899784709468,0.7211680003027806
15,0.45214745718421356,0.7367466752015055
16,0.446514137766578,0.7184027707692793
17,0.44108491548986145,0.7250634039639227
18,0.43391604495771,0.7244625372485963
19,0.4315287330836961,0.6724273409286126
20,0.42268812159697217,0.7305487698005309
21,0.41619040162274334,0.7354729888107716
22,0.408298933596322,0.7292796117321507
23,0.40137175583478174,0.7455212869461021
24,0.3947261612523686,0.7482215232863674
25,0.3951603409015771,0.7477467140412247
26,0.3935054125207843,0.749405508158262
27,0.38729289625630237,0.7458204930800786
28,0.3891373353474068,0.7477941241839949
29,0.38779818244052655,0.7458931205643377
