epoch,loss,val_macro_f1
0,0.7156065521818219,0.6568067530462697
1,0.6328238573941317,0.6617349160168727
2,0.5927435674450614,0.7008244141441975
3,0.5738496672023427,0.7080690618753117
4,0.5480923792629531,0.717335467634013
5,0.5414538970499327,0.716343289518636
6,0.5157793060396657,0.7160262709913996
7,0.5139200371323209,0.728604977966535
8,0.5068595422939821,0.7135520200174198
9,0.4956516840241172,0.706970984669922
10,0.4867387075315822,0.7146310956994739
11,0.47816372595050116,0.7313812785883854
12,0.47764725712212647,0.7108427049047982
13,0.4671795295946526,0.7284871095713765
14,0.4583009332418442,0.7272930289733351
15,0.4524327033396923,0.736764023916794
16,0.4404089572754773,0.7388076349708829
17,0.43520471995527094,0.7226219957702337
18,0.4260001295443737,0.724382837958284
19,0.4174961411591732,0.7260274995246728
20,0.40706816857511346,0.7330340162892687
21,0.3984831305164279,0.7394519170270782
22,0.38300520407431055,0.7313292707362997
23,0.3747296315250975,0.7353355252890691
24,0.3659398212577357,0.7367903173162282
25,0.3540220260620117,0.7342939606320896
26,0.34911958195946435,0.7348284617393172
27,0.3445438313664812,0.7327555596319845
28,0.3459104859467709,0.7340529703066033
29,0.3375513795198816,0.7347361668408463
