epoch,loss,val_macro_f1
0,0.6815918160207344,0.674713803020163
1,0.617077036337419,0.6757927287924103
2,0.5946612606445948,0.6877698643481416
3,0.5732556035121282,0.6936938694653995
4,0.5546903605713989,0.7016044875754425
5,0.549556786363775,0.7111670418528635
6,0.5340890956647468,0.7030612564277233
7,0.5292096585035324,0.7219612391138263
8,0.5228662405050162,0.6926574320506055
9,0.5136789652434263,0.7056380203868751
10,0.4987371514240901,0.7089463728338187
11,0.49912702766331757,0.7171029778806154
12,0.4946386489001187,0.6591673860776809
13,0.4880193720261256,0.7265276803216115
14,0.48159262808886444,0.7239900685283108
15,0.47160290858962317,0.7239910117252746
16,0.46772077544168994,0.7367650464188131
17,0.46731715942874097,0.7326331726858819
18,0.45897643900278845,0.7243737816130432
19,0.45149987078074255,0.7251900105659663
20,0.44367661440011225,0.7379731466997139
21,0.4440645729050492,0.742966420719731
22,0.43098389470216,0.7353758952801958
23,0.43197405247977283,0.7413726490623113
24,0.42548684053348773,0.7428147846435866
25,0.4193845982804443,0.7391947042705346
26,0.4208425590486238,0.7419801295298284
27,0.4172113745501547,0.7412947655495508
28,0.42307539329384314,0.7418040896503227
29,0.4199289349895535,0.7396531524900832
