epoch,loss,val_macro_f1
0,0.6564908569509332,0.6904541769008576
1,0.5880508030002768,0.6843829676558532
2,0.5650891146876595,0.7087269300103818
3,0.5561721884843075,0.7010669633476079
4,0.5498001331632788,0.6790377823277342
5,0.5420556014234369,0.714597922718699
6,0.5362117502725485,0.7135585838840226
7,0.528739772511251,0.7056591884083558
8,0.5277646992242697,0.7107318815746869
9,0.5214321053389347,0.7214711295687146
10,0.5162291513247923,0.7199739836512324
11,0.5130673791422988,0.715334526807413
12,0.5062502667759404,0.6994369815226112
13,0.49928504634987225,0.7219008314527773
14,0.494815599286195,0.7286030201462775
15,0.48932801638588763,0.7303814343541849
16,0.4870092950083993,0.7318544602171474
17,0.4801906645298004,0.7090414044375568
18,0.4818296233812968,0.726113234439317
19,0.47014629524765594,0.7344242059337037
20,0.4685006651914481,0.7354319033725762
21,0.46592668601960846,0.7273825416889994
22,0.45907077283570263,0.734354819863741
23,0.4563267221956542,0.7415102202826062
24,0.45414921234954486,0.7419371139209723
25,0.4493064293355653,0.7413685193818335
26,0.4471109730727745,0.7387001729739981
27,0.445215772950288,0.7382702828395221
28,0.4462791645165646,0.7420563744110731
29,0.4434427357081211,0.7390315802741498
