epoch,loss,val_macro_f1
0,0.6116479847467307,0.7036671137897605
1,0.49481991023728344,0.7176084503538539
2,0.451747454477079,0.7229867656419477
3,0.40886503412868036,0.7239133599159735
4,0.3747657785813014,0.7225228551916841
5,0.3308105676463156,0.7211322619909404
6,0.2815653776580637,0.7224651089579502
7,0.24160918074123788,0.7097015995835377
8,0.20832598209381104,0.7118367963946032
9,0.18049973418766802,0.717242045840188
10,0.1500165846311685,0.7142790969252505
11,0.12851946473573195,0.7052476968133957
12,0.1152715515909773,0.705107083492861
13,0.10098375436483008,0.7133495412720536
14,0.08479252288287337,0.7091838677927346
15,0.0761797662372842,0.7162897573746991
16,0.06775902572906378,0.7099378965555503
17,0.05731664112571514,0.7098763963774227
18,0.05219793170126098,0.708938749965323
19,0.04689537776126103,0.7077210266707777
20,0.04149122979266174,0.7051264732649614
21,0.036955495957623825,0.7091205874455144
22,0.032849942136443024,0.7101989567665794
23,0.029508395741383236,0.7104276174545775
24,0.028483712580055,0.7109960273841364
25,0.027530643665655094,0.705418408330029
26,0.02720121783909924,0.7088476918514693
27,0.027503377320527128,0.7071142808298991
28,0.026840151245282454,0.7081723413225055
29,0.027433557266538792,0.7084796964749075
